,city,timestamp,temperature,season
0,New York,2010-01-01,-4.66881420456025,winter
1,New York,2010-01-02,3.921040938269692,winter
2,New York,2010-01-03,-3.0743787970865535,winter
3,New York,2010-01-04,1.6644622024446476,winter
4,New York,2010-01-05,-6.903585121361262,winter
5,New York,2010-01-06,-1.4040314576337658,winter
6,New York,2010-01-07,-0.2990863183083458,winter
7,New York,2010-01-08,4.805868832091775,winter
8,New York,2010-01-09,8.971404215042929,winter
9,New York,2010-01-10,2.9034477086501305,winter
10,New York,2010-01-11,1.4882522425417353,winter
11,New York,2010-01-12,-5.140578852937691,winter
12,New York,2010-01-13,-7.092982315077791,winter
13,New York,2010-01-14,0.9516849248258369,winter
14,New York,2010-01-15,0.6787691473824314,winter
15,New York,2010-01-16,3.040448310004807,winter
16,New York,2010-01-17,3.5249065566636038,winter
17,New York,2010-01-18,1.8046168879556765,winter
18,New York,2010-01-19,-7.334839425897631,winter
19,New York,2010-01-20,4.4631473575308105,winter
20,New York,2010-01-21,-0.5262856700058972,winter
21,New York,2010-01-22,-4.776732223588524,winter
22,New York,2010-01-23,-2.073823172027332,winter
23,New York,2010-01-24,-6.993704408029289,winter
24,New York,2010-01-25,-1.7204027065565932,winter
25,New York,2010-01-26,3.7539294279471056,winter
26,New York,2010-01-27,-1.638125916390013,winter
27,New York,2010-01-28,-4.3079902712416445,winter
28,New York,2010-01-29,-1.2909239926816967,winter
29,New York,2010-01-30,2.304778077101468,winter
30,New York,2010-01-31,-6.746949866165045,winter
31,New York,2010-02-01,-5.095363926840351,winter
32,New York,2010-02-02,0.6350611968589914,winter
33,New York,2010-02-03,-6.2472186139996335,winter
34,New York,2010-02-04,9.72557807243393,winter
35,New York,2010-02-05,-0.7666822875807018,winter
36,New York,2010-02-06,-4.534936127024402,winter
37,New York,2010-02-07,-4.086770775614147,winter
38,New York,2010-02-08,-2.415613393756465,winter
39,New York,2010-02-09,-2.849141741992018,winter
40,New York,2010-02-10,-10.457998348436321,winter
41,New York,2010-02-11,6.318702653831934,winter
42,New York,2010-02-12,-0.07741670005889432,winter
43,New York,2010-02-13,-0.13688222792579313,winter
44,New York,2010-02-14,4.089367561082825,winter
45,New York,2010-02-15,-5.273022347334187,winter
46,New York,2010-02-16,-3.79163560259121,winter
47,New York,2010-02-17,2.287078243595713,winter
48,New York,2010-02-18,-0.3218902540048344,winter
49,New York,2010-02-19,1.7245116752236425,winter
50,New York,2010-02-20,-0.4004366767624459,winter
51,New York,2010-02-21,-1.2069006582210628,winter
52,New York,2010-02-22,7.167577436449602,winter
53,New York,2010-02-23,5.328968542746521,winter
54,New York,2010-02-24,-12.493795708193556,winter
55,New York,2010-02-25,7.401642805860817,winter
56,New York,2010-02-26,10.793642616815518,winter
57,New York,2010-02-27,6.1588918835805515,winter
58,New York,2010-02-28,-1.0716224162809647,winter
59,New York,2010-03-01,6.554028947678774,spring
60,New York,2010-03-02,13.639165570829336,spring
61,New York,2010-03-03,6.9046531982252,spring
62,New York,2010-03-04,11.780799151946901,spring
63,New York,2010-03-05,9.890595628306174,spring
64,New York,2010-03-06,16.09025218878255,spring
65,New York,2010-03-07,8.05270987848259,spring
66,New York,2010-03-08,7.785988275471789,spring
67,New York,2010-03-09,11.89113307370426,spring
68,New York,2010-03-10,19.669199004640593,spring
69,New York,2010-03-11,10.404854029722834,spring
70,New York,2010-03-12,7.917718182243124,spring
71,New York,2010-03-13,14.287516257940563,spring
72,New York,2010-03-14,13.590641399123554,spring
73,New York,2010-03-15,5.242641246759801,spring
74,New York,2010-03-16,7.319199499104888,spring
75,New York,2010-03-17,15.482644282474412,spring
76,New York,2010-03-18,12.140064204947137,spring
77,New York,2010-03-19,-2.3484943253379864,spring
78,New York,2010-03-20,12.409895695014471,spring
79,New York,2010-03-21,14.632281793101612,spring
80,New York,2010-03-22,5.812093041184429,spring
81,New York,2010-03-23,13.385930327910497,spring
82,New York,2010-03-24,19.361595586603602,spring
83,New York,2010-03-25,11.981869700322209,spring
84,New York,2010-03-26,6.871918523835341,spring
85,New York,2010-03-27,7.387692602337086,spring
86,New York,2010-03-28,10.065169498832754,spring
87,New York,2010-03-29,11.888847959865458,spring
88,New York,2010-03-30,10.314122998665912,spring
89,New York,2010-03-31,12.507981826730862,spring
90,New York,2010-04-01,9.265273035398137,spring
91,New York,2010-04-02,10.903114868701099,spring
92,New York,2010-04-03,14.824052911642175,spring
93,New York,2010-04-04,4.675844235684971,spring
94,New York,2010-04-05,10.543558998136927,spring
95,New York,2010-04-06,10.528818235138804,spring
96,New York,2010-04-07,14.603333578565357,spring
97,New York,2010-04-08,8.86638772225319,spring
98,New York,2010-04-09,13.265241555248803,spring
99,New York,2010-04-10,15.513437327313557,spring
100,New York,2010-04-11,0.750985314178843,spring
101,New York,2010-04-12,15.84315621725267,spring
102,New York,2010-04-13,5.073091014371563,spring
103,New York,2010-04-14,4.53029795465763,spring
104,New York,2010-04-15,-4.39728446736188,spring
105,New York,2010-04-16,5.984111674936762,spring
106,New York,2010-04-17,9.97571527674485,spring
107,New York,2010-04-18,8.083383468670483,spring
108,New York,2010-04-19,7.68736569899124,spring
109,New York,2010-04-20,4.43751322835276,spring
110,New York,2010-04-21,14.33614749488222,spring
111,New York,2010-04-22,14.792069181066491,spring
112,New York,2010-04-23,12.090592609777932,spring
113,New York,2010-04-24,0.5673597710718088,spring
114,New York,2010-04-25,21.366725790087408,spring
115,New York,2010-04-26,10.734873252286082,spring
116,New York,2010-04-27,12.698046007918329,spring
117,New York,2010-04-28,2.508521813140346,spring
118,New York,2010-04-29,9.942782762651357,spring
119,New York,2010-04-30,12.066770438118226,spring
120,New York,2010-05-01,9.295507227663249,spring
121,New York,2010-05-02,14.360809296767268,spring
122,New York,2010-05-03,16.5017257399827,spring
123,New York,2010-05-04,3.2823811796628357,spring
124,New York,2010-05-05,14.250602910619286,spring
125,New York,2010-05-06,11.97169975732415,spring
126,New York,2010-05-07,9.976520026632203,spring
127,New York,2010-05-08,2.145940082361923,spring
128,New York,2010-05-09,17.399243875992763,spring
129,New York,2010-05-10,11.983871406355645,spring
130,New York,2010-05-11,1.0837446891723808,spring
131,New York,2010-05-12,8.784327697964923,spring
132,New York,2010-05-13,11.636116931829331,spring
133,New York,2010-05-14,12.532876508362659,spring
134,New York,2010-05-15,9.361976028593128,spring
135,New York,2010-05-16,11.707954029743583,spring
136,New York,2010-05-17,20.594431061149958,spring
137,New York,2010-05-18,17.732683777357543,spring
138,New York,2010-05-19,5.252404774105709,spring
139,New York,2010-05-20,7.015513342186237,spring
140,New York,2010-05-21,9.443980000948654,spring
141,New York,2010-05-22,1.254652829141932,spring
142,New York,2010-05-23,3.2929825102691783,spring
143,New York,2010-05-24,1.891526895282583,spring
144,New York,2010-05-25,4.261400135875,spring
145,New York,2010-05-26,16.948014140732955,spring
146,New York,2010-05-27,5.723797405600946,spring
147,New York,2010-05-28,4.864691205322015,spring
148,New York,2010-05-29,14.41418830254695,spring
149,New York,2010-05-30,7.75347806952109,spring
150,New York,2010-05-31,12.09319734586301,spring
151,New York,2010-06-01,21.359103753183334,summer
152,New York,2010-06-02,15.990560154967199,summer
153,New York,2010-06-03,27.338585387490586,summer
154,New York,2010-06-04,17.242830279546737,summer
155,New York,2010-06-05,22.44753390211202,summer
156,New York,2010-06-06,21.335244324781385,summer
157,New York,2010-06-07,25.976732362734865,summer
158,New York,2010-06-08,22.220275511126914,summer
159,New York,2010-06-09,24.36132585768057,summer
160,New York,2010-06-10,17.197214637813655,summer
161,New York,2010-06-11,35.001740445530515,summer
162,New York,2010-06-12,18.999341311349184,summer
163,New York,2010-06-13,31.006902221088453,summer
164,New York,2010-06-14,25.74916858169799,summer
165,New York,2010-06-15,25.70453684035661,summer
166,New York,2010-06-16,26.772097925598313,summer
